X Gaze Data,Y Gaze Data,Timestamp
627,286,00:01:20:9115
627,286,00:01:20:9215
627,287,00:01:20:9335
627,288,00:01:20:9385
627,288,00:01:20:9534
627,288,00:01:20:9744
626,289,00:01:20:9844
626,292,00:01:21:0053
627,291,00:01:21:0163
627,291,00:01:21:0252
627,291,00:01:21:0382
625,294,00:01:21:0492
626,293,00:01:21:0581
622,294,00:01:21:0851
622,292,00:01:21:0911
623,292,00:01:21:1030
623,291,00:01:21:1180
623,291,00:01:21:1320
623,291,00:01:21:1399
623,291,00:01:21:1519
624,291,00:01:21:1599
624,291,00:01:21:1708
623,290,00:01:21:1888
623,290,00:01:21:1918
622,290,00:01:21:2038
622,293,00:01:21:2347
622,293,00:01:21:2367
621,293,00:01:21:2496
620,293,00:01:21:2606
620,294,00:01:21:2716
620,294,00:01:21:2845
621,294,00:01:21:3065
621,293,00:01:21:3075
622,292,00:01:21:3165
622,292,00:01:21:3414
622,290,00:01:21:3494
621,288,00:01:21:3583
621,288,00:01:21:3703
621,288,00:01:21:3823
621,287,00:01:21:3922
621,286,00:01:21:4182
621,289,00:01:21:4242
621,290,00:01:21:4361
621,290,00:01:21:4541
622,289,00:01:21:4581
622,289,00:01:21:4720
622,289,00:01:21:4840
623,289,00:01:21:4980
624,289,00:01:21:5049
624,289,00:01:21:5379
624,289,00:01:21:5389
623,291,00:01:21:5518
623,293,00:01:21:5668
624,296,00:01:21:5728
623,298,00:01:21:5837
624,298,00:01:21:6057
625,300,00:01:21:6167
629,307,00:01:21:6346
628,305,00:01:21:6386
626,312,00:01:21:6476
621,391,00:01:21:6575
613,602,00:01:21:6695
612,613,00:01:21:6845
612,623,00:01:21:6904
612,633,00:01:21:7034
611,646,00:01:21:7353
610,657,00:01:21:7373
609,667,00:01:21:7722
606,675,00:01:21:7732
606,675,00:01:21:7832
610,679,00:01:21:8081
612,695,00:01:21:8171
608,727,00:01:21:8231
605,756,00:01:21:8381
603,784,00:01:21:8490
594,878,00:01:21:8580
593,878,00:01:21:8720
591,896,00:01:21:8829
583,924,00:01:21:8909
574,964,00:01:21:9188
560,1038,00:01:21:9238
555,1050,00:01:21:9378
536,1077,00:01:21:9537
530,1078,00:01:21:9577
528,1080,00:01:21:9707
526,1077,00:01:21:9996
525,1077,00:01:22:0026
527,1073,00:01:22:0325
525,1070,00:01:22:0365
525,1070,00:01:22:0495
526,1070,00:01:22:0784
528,1070,00:01:22:0834
529,1070,00:01:22:0914
528,1071,00:01:22:1043
524,1070,00:01:22:1193
524,1069,00:01:22:1243
524,1068,00:01:22:1532
525,1064,00:01:22:1532
525,1065,00:01:22:1602
525,1064,00:01:22:1732
525,1064,00:01:22:1871
525,1064,00:01:22:1911
530,1067,00:01:22:2031
530,1066,00:01:22:2141
530,1066,00:01:22:2240
531,1067,00:01:22:2350
530,1068,00:01:22:2649
529,1069,00:01:22:2689
530,1068,00:01:22:2988
527,1065,00:01:22:3048
528,1065,00:01:22:3178
530,1064,00:01:22:3248
531,1064,00:01:22:3367
534,1063,00:01:22:3467
534,1063,00:01:22:3726
536,1062,00:01:22:3816
536,1061,00:01:22:3916
536,1061,00:01:22:4115
536,1061,00:01:22:4175
536,1062,00:01:22:4245
536,1062,00:01:22:4524
536,1062,00:01:22:4574
536,1062,00:01:22:4694
536,1062,00:01:22:4863
536,1062,00:01:22:4903
537,1063,00:01:22:5033
538,1063,00:01:22:5272
537,1063,00:01:22:5352
536,1063,00:01:22:5502
534,1064,00:01:22:5581
533,1064,00:01:22:5731
532,1065,00:01:22:5811
532,1065,00:01:22:6070
532,1064,00:01:22:6150
533,1063,00:01:22:6240
533,1063,00:01:22:6369
533,1062,00:01:22:6579
533,1062,00:01:22:6648
531,1062,00:01:22:6858
531,1061,00:01:22:6898
533,1060,00:01:22:7027
534,1060,00:01:22:7187
533,1060,00:01:22:7237
533,1060,00:01:22:7357
533,1060,00:01:22:7656
533,1061,00:01:22:7686
532,1064,00:01:22:7825
532,1065,00:01:22:7975
532,1066,00:01:22:8025
532,1066,00:01:22:8155
532,1066,00:01:22:8254
532,1065,00:01:22:8364
532,1065,00:01:22:8474
531,1064,00:01:22:8573
531,1063,00:01:22:8703
531,1062,00:01:22:8843
531,1062,00:01:22:9052
533,1061,00:01:22:9152
534,1060,00:01:22:9261
535,1059,00:01:22:9401
536,1058,00:01:22:9461
536,1057,00:01:22:9561
537,1057,00:01:22:9850
539,1053,00:01:22:9900
539,1053,00:01:23:0069
539,1053,00:01:23:0199
539,1054,00:01:23:0229
539,1054,00:01:23:0369
540,1051,00:01:23:0618
539,1049,00:01:23:0688
539,1049,00:01:23:0817
537,1050,00:01:23:0977
537,1049,00:01:23:1027
536,1049,00:01:23:1176
535,1048,00:01:23:1396
533,1045,00:01:23:1476
533,1044,00:01:23:1725
533,1043,00:01:23:1805
533,1042,00:01:23:1895
533,1041,00:01:23:2333
533,1041,00:01:23:2333
534,1041,00:01:23:2393
534,1041,00:01:23:2523
534,1041,00:01:23:2652
534,1042,00:01:23:2702
537,1044,00:01:23:2872
537,1044,00:01:23:2912
536,1044,00:01:23:3061
535,1044,00:01:23:3201
536,1044,00:01:23:3331
537,1043,00:01:23:3380
537,1040,00:01:23:3480
538,1041,00:01:23:3590
539,1042,00:01:23:3680
539,1042,00:01:23:3849
539,1042,00:01:23:4049
540,1043,00:01:23:4138
539,1043,00:01:23:4228
538,1043,00:01:23:4358
537,1043,00:01:23:4517
536,1043,00:01:23:4557
536,1042,00:01:23:4847
534,1042,00:01:23:4896
534,1042,00:01:23:5036
536,1045,00:01:23:5156
536,1046,00:01:23:5245
536,1046,00:01:23:5405
536,1047,00:01:23:5535
535,1048,00:01:23:5714
537,1046,00:01:23:5714
537,1045,00:01:23:5993
538,1046,00:01:23:6023
539,1046,00:01:23:6333
542,1047,00:01:23:6512
541,1046,00:01:23:6532
541,1045,00:01:23:6572
541,1046,00:01:23:6682
541,1047,00:01:23:6821
539,1046,00:01:23:7051
532,1051,00:01:23:7140
525,1055,00:01:23:7230
505,1066,00:01:23:7360
503,1067,00:01:23:7479
501,1067,00:01:23:7569
488,1072,00:01:23:7709
487,1072,00:01:23:7829
489,1072,00:01:23:7898
489,1072,00:01:23:8008
490,1072,00:01:23:8208
490,1072,00:01:23:8257
493,1072,00:01:23:8377
495,1071,00:01:23:8497
496,1071,00:01:23:8557
496,1072,00:01:23:8706
497,1072,00:01:23:9005
495,1072,00:01:23:9015
495,1072,00:01:23:9185
495,1071,00:01:23:9225
494,1071,00:01:23:9404
492,1071,00:01:23:9455
491,1072,00:01:23:9713
492,1072,00:01:23:9833
492,1073,00:01:23:9893
492,1073,00:01:24:0013
492,1072,00:01:24:0192
491,1071,00:01:24:0222
491,1071,00:01:24:0531
494,1075,00:01:24:0561
494,1075,00:01:24:0691
494,1073,00:01:24:0811
494,1073,00:01:24:0910
495,1073,00:01:24:1060
495,1072,00:01:24:1170
495,1072,00:01:24:1219
495,1072,00:01:24:1369
495,1071,00:01:24:1499
494,1072,00:01:24:1579
494,1073,00:01:24:1678
494,1074,00:01:24:1808
494,1073,00:01:24:1908
493,1075,00:01:24:2067
491,1076,00:01:24:2197
492,1076,00:01:24:2227
494,1076,00:01:24:2366
531,1072,00:01:24:2466
699,1050,00:01:24:2556
1053,1000,00:01:24:2845
1173,982,00:01:24:2895
1196,980,00:01:24:3005
1237,976,00:01:24:3184
1504,949,00:01:24:3224
1615,935,00:01:24:3354
1598,937,00:01:24:3473
1690,927,00:01:24:3563
1763,920,00:01:24:3683
1772,919,00:01:24:3962
1891,914,00:01:24:4072
1900,916,00:01:24:4132
1897,919,00:01:24:4241
1897,916,00:01:24:4351
1893,918,00:01:24:4491
1892,919,00:01:24:4561
1891,921,00:01:24:4720
1892,921,00:01:24:4810
1891,923,00:01:24:5049
1893,920,00:01:24:5129
1893,920,00:01:24:5219
1892,921,00:01:24:5388
1890,922,00:01:24:5468
1889,924,00:01:24:5548
1888,928,00:01:24:5857
1889,929,00:01:24:5877
1887,931,00:01:24:6176
1885,931,00:01:24:6216
1884,931,00:01:24:6366
1883,931,00:01:24:6505
1882,931,00:01:24:6555
1882,931,00:01:24:6695
1881,931,00:01:24:6815
1880,933,00:01:24:6914
1878,934,00:01:24:7004
1878,934,00:01:24:7154
1877,935,00:01:24:7213
1877,935,00:01:24:7403
1877,936,00:01:24:7513
1877,937,00:01:24:7662
1876,938,00:01:24:7672
1875,938,00:01:24:7862
1875,938,00:01:24:8031
1875,936,00:01:24:8141
1875,936,00:01:24:8211
1874,936,00:01:24:8510
1874,936,00:01:24:8550
1873,936,00:01:24:8689
1882,935,00:01:24:8829
1881,934,00:01:24:8899
1879,934,00:01:24:9049
1877,934,00:01:24:9178
1876,930,00:01:24:9228
1876,929,00:01:24:9338
1875,927,00:01:24:9657
1874,926,00:01:24:9707
1874,926,00:01:24:9986
1874,926,00:01:25:0136
1874,928,00:01:25:0146
1863,939,00:01:25:0215
831,1146,00:01:25:1352
831,1146,00:01:25:1502
824,1146,00:01:25:1552
823,1146,00:01:25:1681
800,974,00:01:25:1831
798,935,00:01:25:1881
799,918,00:01:25:2001
813,895,00:01:25:2160
815,889,00:01:25:2220
817,885,00:01:25:2350
818,879,00:01:25:2489
823,864,00:01:25:2918
828,857,00:01:25:2928
829,853,00:01:25:3177
833,840,00:01:25:3177
838,828,00:01:25:3626
841,810,00:01:25:3746
843,795,00:01:25:3816
843,793,00:01:25:3856
842,791,00:01:25:4015
840,792,00:01:25:4035
839,790,00:01:25:4085
837,789,00:01:25:4105
836,789,00:01:25:4145
835,788,00:01:25:4195
833,789,00:01:25:4215
831,791,00:01:25:4325
829,793,00:01:25:4354
827,795,00:01:25:4484
827,795,00:01:25:4544
825,795,00:01:25:4693
824,793,00:01:25:4813
825,794,00:01:25:5023
827,787,00:01:25:5023
827,786,00:01:25:5162
827,786,00:01:25:5232
827,787,00:01:25:5342
826,789,00:01:25:5501
826,790,00:01:25:5711
826,792,00:01:25:5800
825,794,00:01:25:5880
823,796,00:01:25:6020
823,797,00:01:25:6160
823,797,00:01:25:6229
822,797,00:01:25:6359
821,797,00:01:25:6449
820,796,00:01:25:6558
820,795,00:01:25:6818
820,793,00:01:25:6888
820,793,00:01:25:7057
824,793,00:01:25:7157
824,793,00:01:25:7217
826,792,00:01:25:7356
826,790,00:01:25:7666
825,790,00:01:25:7675
825,790,00:01:25:7975
892,800,00:01:25:8015
1138,836,00:01:25:8134
1278,858,00:01:25:8224
1478,893,00:01:25:8344
1494,896,00:01:25:8453
1504,898,00:01:25:8713
1538,903,00:01:25:8783
1588,912,00:01:25:8872
1616,916,00:01:25:9032
1623,917,00:01:25:9142
1626,918,00:01:25:9211
1633,919,00:01:25:9371
1636,921,00:01:25:9451
1637,923,00:01:25:9720
1638,923,00:01:25:9850
1641,921,00:01:25:9870
1641,921,00:01:25:9900
1641,920,00:01:25:9989
1641,921,00:01:26:0169
1640,920,00:01:26:0219
1640,920,00:01:26:0368
1641,921,00:01:26:0468
1641,921,00:01:26:0548
1641,921,00:01:26:0677
1644,920,00:01:26:0937
1646,919,00:01:26:1017
1645,918,00:01:26:1136
1645,919,00:01:26:1236
1644,920,00:01:26:1356
1643,921,00:01:26:1465
1643,921,00:01:26:1705
1643,921,00:01:26:1705
1647,920,00:01:26:1794
1647,920,00:01:26:1874
1647,919,00:01:26:2014
1646,918,00:01:26:2104
1646,915,00:01:26:2213
1647,915,00:01:26:2343
1647,914,00:01:26:2473
1647,913,00:01:26:2542
1648,913,00:01:26:2712
1647,913,00:01:26:2792
1647,913,00:01:26:3011
1644,911,00:01:26:3021
1640,912,00:01:26:3171
1638,912,00:01:26:3211
1638,912,00:01:26:3350
1638,911,00:01:26:3510
1638,911,00:01:26:3580
1638,912,00:01:26:3660
1638,912,00:01:26:3839
1639,912,00:01:26:4048
1639,910,00:01:26:4108
1639,909,00:01:26:4218
1640,909,00:01:26:4378
1640,909,00:01:26:4457
1639,910,00:01:26:4547
1639,910,00:01:26:4707
1638,910,00:01:26:4856
1636,909,00:01:26:4876
1633,907,00:01:26:5135
1631,903,00:01:26:5205
1631,903,00:01:26:5335
1631,903,00:01:26:5465
1631,904,00:01:26:5544
1632,904,00:01:26:5674
1632,904,00:01:26:5923
1632,906,00:01:26:5993
1633,906,00:01:26:6183
1632,907,00:01:26:6203
1632,907,00:01:26:6362
1630,904,00:01:26:6462
1630,902,00:01:26:6701
1630,902,00:01:26:6771
1630,902,00:01:26:7040
1628,901,00:01:26:7140
1626,900,00:01:26:7200
1626,900,00:01:26:7340
1625,899,00:01:26:7499
1625,899,00:01:26:7539
1626,898,00:01:26:7818
1626,897,00:01:26:7868
1626,896,00:01:26:8018
1625,896,00:01:26:8167
1626,895,00:01:26:8207
1627,896,00:01:26:8337
1627,896,00:01:26:8516
1627,895,00:01:26:8616
1628,896,00:01:26:8666
1628,896,00:01:26:8846
1628,895,00:01:26:9145
1627,895,00:01:26:9165
1626,895,00:01:26:9185
1625,894,00:01:26:9225
1622,893,00:01:26:9354
1621,893,00:01:26:9474
1622,894,00:01:26:9623
1619,896,00:01:26:9663
1619,899,00:01:26:9823
1619,899,00:01:27:0022
1620,900,00:01:27:0152
1620,901,00:01:27:0202
1621,901,00:01:27:0332
1619,900,00:01:27:0431
1618,899,00:01:27:0541
1618,898,00:01:27:0671
1618,899,00:01:27:0820
1618,899,00:01:27:0870
1617,899,00:01:27:0980
1617,899,00:01:27:1139
1616,899,00:01:27:1199
1615,898,00:01:27:1369
1614,899,00:01:27:1479
1614,900,00:01:27:1668
1614,900,00:01:27:1698
1615,899,00:01:27:1838
1615,899,00:01:27:1877
1614,899,00:01:27:1997
1613,899,00:01:27:2157
1613,899,00:01:27:2356
1608,898,00:01:27:2436
1607,897,00:01:27:2845
1604,900,00:01:27:2875
1603,899,00:01:27:2905
1604,899,00:01:27:3034
1604,899,00:01:27:3144
1604,899,00:01:27:3194
1604,899,00:01:27:3334
1603,899,00:01:27:3493
1603,899,00:01:27:3533
1603,898,00:01:27:3822
1603,893,00:01:27:3872
1602,893,00:01:27:3982
1602,893,00:01:27:4132
1600,893,00:01:27:4201
1554,882,00:01:27:4321
1390,846,00:01:27:4500
1201,806,00:01:27:4590
998,771,00:01:27:4680
914,759,00:01:27:4810
909,758,00:01:27:4889
888,756,00:01:27:5009
841,750,00:01:27:5099
798,744,00:01:27:5209
764,740,00:01:27:5358
748,739,00:01:27:5428
743,738,00:01:27:5528
737,736,00:01:27:5677
736,736,00:01:27:5787
734,736,00:01:27:5877
733,736,00:01:27:6156
732,736,00:01:27:6206
732,736,00:01:27:6385
732,737,00:01:27:6645
733,737,00:01:27:6645
733,737,00:01:27:6894
732,737,00:01:27:6994
731,737,00:01:27:7143
731,737,00:01:27:7213
729,735,00:01:27:7323
728,735,00:01:27:7463
715,736,00:01:27:7692
651,742,00:01:27:7802
636,743,00:01:27:7941
628,743,00:01:27:8031
622,743,00:01:27:8131
617,743,00:01:27:8210
616,743,00:01:27:8350
617,743,00:01:27:8470
617,743,00:01:27:8540
616,743,00:01:27:8839
614,744,00:01:27:8869
613,744,00:01:27:9028
612,744,00:01:27:9138
612,744,00:01:27:9198
612,742,00:01:27:9328
611,742,00:01:27:9637
607,743,00:01:27:9647
596,745,00:01:27:9806
590,751,00:01:27:9896
523,805,00:01:28:0006
319,992,00:01:28:0126
294,1014,00:01:28:0205
280,1026,00:01:28:0325
267,1035,00:01:28:0465
246,1055,00:01:28:0524
238,1063,00:01:28:0704
229,1070,00:01:28:0764
228,1071,00:01:28:0903
228,1071,00:01:28:0993
227,1070,00:01:28:1173
229,1072,00:01:28:1193
230,1073,00:01:28:1542
231,1073,00:01:28:1552
231,1073,00:01:28:1671
231,1073,00:01:28:1841
228,1070,00:01:28:1861
228,1069,00:01:28:1980
228,1068,00:01:28:2130
227,1067,00:01:28:2210
227,1067,00:01:28:2310
228,1068,00:01:28:2649
229,1068,00:01:28:2669
231,1067,00:01:28:2778
232,1067,00:01:28:2878
232,1067,00:01:28:2988
232,1068,00:01:28:3127
232,1069,00:01:28:3357
232,1069,00:01:28:3486
231,1070,00:01:28:3676
230,1071,00:01:28:3845
227,1071,00:01:28:3895
226,1071,00:01:28:4085
227,1071,00:01:28:4105
227,1072,00:01:28:4195
226,1075,00:01:28:4494
226,1082,00:01:28:4524
226,1100,00:01:28:4803
291,1232,00:01:28:5651
274,1131,00:01:28:5810
224,1157,00:01:28:5860
194,1165,00:01:28:6000
140,1180,00:01:28:6089
101,1207,00:01:28:6259
153,1189,00:01:28:6359
133,1198,00:01:28:6448
117,1204,00:01:28:6528
131,1195,00:01:28:6668
146,1185,00:01:28:6768
179,1172,00:01:28:6857
202,1164,00:01:28:7027
206,1162,00:01:28:7196
209,1164,00:01:28:7216
211,1163,00:01:28:7326
210,1164,00:01:28:7655
212,1161,00:01:28:7655
212,1160,00:01:28:7954
209,1152,00:01:28:8004
210,1150,00:01:28:8174
215,1142,00:01:28:8234
216,1142,00:01:28:8324
218,1141,00:01:28:8543
219,1140,00:01:28:8663
221,1136,00:01:28:8832
222,1136,00:01:28:9042
225,1133,00:01:28:9131
225,1133,00:01:28:9191
226,1133,00:01:28:9341
227,1131,00:01:28:9421
227,1130,00:01:28:9540
227,1124,00:01:28:9809
228,1120,00:01:28:9849
228,1123,00:01:29:0149
248,1123,00:01:29:0198
261,1123,00:01:29:0338
370,1125,00:01:29:0458
815,1139,00:01:29:0528
820,1139,00:01:29:0657
827,1139,00:01:29:0947
850,1140,00:01:29:0986
857,1140,00:01:29:1136
868,1140,00:01:29:1216
870,1140,00:01:29:1325
867,1140,00:01:29:1515
864,1140,00:01:29:1705
861,1141,00:01:29:1794
860,1142,00:01:29:1874
860,1141,00:01:29:2014
861,1141,00:01:29:2094
861,1141,00:01:29:2193
861,1141,00:01:29:2482
861,1141,00:01:29:2522
862,1141,00:01:29:2831
865,1143,00:01:29:2851
866,1143,00:01:29:2991
866,1142,00:01:29:3131
866,1141,00:01:29:3190
867,1141,00:01:29:3330
867,1140,00:01:29:3440
869,1141,00:01:29:3530
869,1141,00:01:29:3649
869,1140,00:01:29:3889
868,1141,00:01:29:3968
869,1140,00:01:29:4098
869,1140,00:01:29:4228
870,1140,00:01:29:4337
870,1139,00:01:29:4507
870,1139,00:01:29:4527
870,1138,00:01:29:4716
870,1138,00:01:29:4816
870,1136,00:01:29:4856
870,1136,00:01:29:5006
869,1135,00:01:29:5115
870,1134,00:01:29:5205
870,1134,00:01:29:5335
871,1134,00:01:29:5484
871,1134,00:01:29:5524
873,1133,00:01:29:5843
874,1133,00:01:29:5853
874,1133,00:01:29:6003
874,1133,00:01:29:6173
873,1132,00:01:29:6202
873,1131,00:01:29:6322
872,1130,00:01:29:6462
871,1130,00:01:29:6522
870,1130,00:01:29:6661
869,1130,00:01:29:6910
872,1126,00:01:29:6990
872,1125,00:01:29:7150
872,1126,00:01:29:7200
873,1127,00:01:29:7299
873,1127,00:01:29:7489
873,1126,00:01:29:7579
871,1124,00:01:29:7698
870,1123,00:01:29:7768
871,1123,00:01:29:7848
872,1122,00:01:29:7998
872,1122,00:01:29:8167
873,1122,00:01:29:8187
873,1122,00:01:29:8337
873,1122,00:01:29:8456
874,1121,00:01:29:8516
873,1121,00:01:29:8815
875,1120,00:01:29:8845
876,1119,00:01:29:9125
874,1117,00:01:29:9194
874,1117,00:01:29:9314
870,1116,00:01:29:9484
869,1116,00:01:29:9523
869,1115,00:01:29:9643
868,1116,00:01:29:9823
869,1117,00:01:29:9853
870,1116,00:01:30:0002
871,1116,00:01:30:0162
871,1116,00:01:30:0212
870,1117,00:01:30:0331
869,1116,00:01:30:0471
867,1115,00:01:30:0541
866,1114,00:01:30:0710
866,1114,00:01:30:0880
866,1113,00:01:30:1010
864,1114,00:01:30:1189
864,1113,00:01:30:1209
864,1112,00:01:30:1538
866,1112,00:01:30:1538
867,1113,00:01:30:1698
867,1112,00:01:30:1837
867,1110,00:01:30:1857
867,1108,00:01:30:2137
867,1107,00:01:30:2186
869,1105,00:01:30:2346
870,1104,00:01:30:2466
870,1104,00:01:30:2515
870,1104,00:01:30:2655
870,1103,00:01:30:2815
870,1103,00:01:30:2845
870,1103,00:01:30:2984
870,1103,00:01:30:3124
869,1103,00:01:30:3184
869,1103,00:01:30:3313
868,1104,00:01:30:3413
868,1104,00:01:30:3682
869,1104,00:01:30:3692
869,1103,00:01:30:3852
868,1101,00:01:30:4011
863,1103,00:01:30:4101
864,1102,00:01:30:4211
851,1102,00:01:30:4331
771,1101,00:01:30:4420
479,1096,00:01:30:4530
353,1100,00:01:30:4680
352,1101,00:01:30:4740
347,1101,00:01:30:4889
336,1102,00:01:30:5138
284,1108,00:01:30:5188
265,1111,00:01:30:5468
254,1117,00:01:30:5517
255,1116,00:01:30:5627
253,1120,00:01:30:5787
254,1119,00:01:30:5847
254,1120,00:01:30:5976
255,1120,00:01:30:6206
255,1118,00:01:30:6305
255,1117,00:01:30:6495
254,1118,00:01:30:6605
254,1119,00:01:30:6664
254,1121,00:01:30:6754
252,1123,00:01:30:6864
241,1129,00:01:30:7013
234,1133,00:01:30:7123
187,1164,00:01:30:7173
174,1173,00:01:30:7363
167,1178,00:01:30:7512
162,1182,00:01:30:7522
153,1190,00:01:30:7821
124,1211,00:01:30:7841
125,1211,00:01:30:8150
124,1216,00:01:30:8200
125,1216,00:01:30:8310
127,1217,00:01:30:8480
127,1217,00:01:30:8509
126,1218,00:01:30:8639
128,1219,00:01:30:8789
129,1219,00:01:30:8839
129,1218,00:01:30:8978
128,1217,00:01:30:9258
127,1215,00:01:30:9337
127,1215,00:01:30:9467
128,1215,00:01:30:9537
130,1214,00:01:30:9636
131,1213,00:01:30:9846
132,1213,00:01:30:9856
134,1212,00:01:30:9995
145,1207,00:01:31:0055
1149,892,00:01:31:1482
883,533,00:01:31:1511
857,486,00:01:31:1641
800,389,00:01:31:1960
794,300,00:01:31:1960
814,257,00:01:31:2110
816,248,00:01:31:2200
821,237,00:01:31:2339
843,205,00:01:31:2459
845,183,00:01:31:2638
865,141,00:01:31:2808
867,137,00:01:31:2838
869,129,00:01:31:3007
870,126,00:01:31:3187
870,126,00:01:31:3197
870,126,00:01:31:3337
871,124,00:01:31:3476
875,123,00:01:31:3526
878,118,00:01:31:3666
885,107,00:01:31:3766
889,101,00:01:31:3855
893,94,00:01:31:4155
900,81,00:01:31:4174
907,68,00:01:31:4324
906,68,00:01:31:4503
906,68,00:01:31:4513
906,69,00:01:31:4683
906,69,00:01:31:5012
906,68,00:01:31:5022
900,61,00:01:31:5062
878,0,00:01:31:5341
877,0,00:01:31:5491
873,0,00:01:31:5511
872,0,00:01:31:5680
870,0,00:01:31:5810
866,0,00:01:31:5850
865,0,00:01:31:5960
866,0,00:01:31:6059
865,0,00:01:31:6179
865,0,00:01:31:6478
864,0,00:01:31:6518
864,0,00:01:31:6638
865,0,00:01:31:6797
864,0,00:01:31:6837
862,0,00:01:31:6977
776,0,00:01:31:7106
586,0,00:01:31:7176
576,0,00:01:31:7306
571,0,00:01:31:7535
562,0,00:01:31:7635
561,1,00:01:31:7795
559,6,00:01:31:8034
559,9,00:01:31:8054
562,11,00:01:31:8184
563,11,00:01:31:8333
564,12,00:01:31:8443
563,12,00:01:31:8503
563,12,00:01:31:8682
564,12,00:01:31:8722
565,10,00:01:31:8832
565,10,00:01:31:9141
565,9,00:01:31:9141
565,10,00:01:31:9171
565,11,00:01:31:9321
566,12,00:01:31:9420
566,12,00:01:31:9530
568,13,00:01:31:9620
578,23,00:01:31:9719
567,24,00:01:31:9849
506,24,00:01:31:9949
441,29,00:01:32:0059
427,30,00:01:32:0178
402,30,00:01:32:0298
389,31,00:01:32:0408
355,33,00:01:32:0677
347,33,00:01:32:0737
344,31,00:01:32:0836
345,30,00:01:32:0976
346,28,00:01:32:1126
346,28,00:01:32:1186
346,28,00:01:32:1455
345,29,00:01:32:1495
344,32,00:01:32:1664
344,32,00:01:32:1814
346,32,00:01:32:1834
346,33,00:01:32:1973
346,33,00:01:32:2083
347,33,00:01:32:2173
347,34,00:01:32:2303
348,35,00:01:32:2532
353,35,00:01:32:2622
353,34,00:01:32:2771
353,34,00:01:32:2851
353,33,00:01:32:2981
351,33,00:01:32:3051
351,33,00:01:32:3170
333,30,00:01:32:3350
280,22,00:01:32:3499
188,1,00:01:32:3509
173,6,00:01:32:3629
104,25,00:01:32:3719
103,25,00:01:32:3828
97,26,00:01:32:4088
95,24,00:01:32:4158
46,30,00:01:32:4297
13,5,00:01:32:4477
67,45,00:01:32:4497
68,49,00:01:32:4656
71,51,00:01:32:4856
72,57,00:01:32:4975
73,58,00:01:32:5095
75,60,00:01:32:5185
75,61,00:01:32:5325
79,67,00:01:32:5394
83,76,00:01:32:5514
84,78,00:01:32:5664
85,80,00:01:32:5723
88,84,00:01:32:5923
88,84,00:01:32:5973
89,85,00:01:32:6053
89,86,00:01:32:6172
88,86,00:01:32:6302
85,88,00:01:32:6402
85,89,00:01:32:6491
84,91,00:01:32:6671
86,92,00:01:32:6801
94,96,00:01:32:6840
91,93,00:01:32:7020
113,88,00:01:32:7140
93,75,00:01:32:7150
109,76,00:01:32:7309
82,78,00:01:32:7449
82,79,00:01:32:7499
84,79,00:01:32:7648
83,79,00:01:32:7728
81,80,00:01:32:7848
90,71,00:01:32:7977
89,71,00:01:32:8097
81,66,00:01:32:8187
49,51,00:01:32:8317
16,28,00:01:32:8376
5,18,00:01:32:8685
0,0,00:01:32:8705
0,0,00:01:32:8825
0,0,00:01:32:9005
0,0,00:01:32:9075
0,0,00:01:32:9184
0,0,00:01:32:9304
0,0,00:01:32:9453
0,0,00:01:32:9533
22,22,00:01:32:9623
80,50,00:01:32:9783
75,47,00:01:32:9822
56,49,00:01:32:9992
56,65,00:01:33:0122
58,67,00:01:33:0171
61,63,00:01:33:0291
68,58,00:01:33:0521
51,68,00:01:33:0650
53,70,00:01:33:0770
58,76,00:01:33:0979
60,78,00:01:33:1049
65,82,00:01:33:1159
68,84,00:01:33:1289
69,85,00:01:33:1448
73,86,00:01:33:1498
73,87,00:01:33:1797
75,89,00:01:33:2037
105,113,00:01:33:2037
131,139,00:01:33:2076
164,172,00:01:33:2206
316,337,00:01:33:2316
389,416,00:01:33:2595
453,488,00:01:33:2635
480,521,00:01:33:2755
601,660,00:01:33:2854
613,678,00:01:33:2974
615,681,00:01:33:3094
616,680,00:01:33:3333
608,681,00:01:33:3413
606,680,00:01:33:3503
606,680,00:01:33:3682
606,679,00:01:33:3772
606,680,00:01:33:3842
605,677,00:01:33:3991
607,678,00:01:33:4041
616,681,00:01:33:4161
672,718,00:01:33:4281
680,724,00:01:33:4380
682,727,00:01:33:4500
687,731,00:01:33:4789
696,738,00:01:33:4829
711,751,00:01:33:4959
712,753,00:01:33:5118
711,754,00:01:33:5208
712,755,00:01:33:5338
712,757,00:01:33:5438
712,757,00:01:33:5517
714,757,00:01:33:5637
714,757,00:01:33:5946
712,755,00:01:33:5976
712,755,00:01:33:6185
714,753,00:01:33:6285
714,754,00:01:33:6375
714,756,00:01:33:6654
714,755,00:01:33:6704
718,755,00:01:33:6834
719,756,00:01:33:6963
719,756,00:01:33:7063
720,758,00:01:33:7153
719,757,00:01:33:7462
732,769,00:01:33:7492
779,823,00:01:33:7632
957,1055,00:01:33:7761
964,1065,00:01:33:7861
966,1069,00:01:33:7971
968,1073,00:01:33:8120
972,1079,00:01:33:8320
973,1085,00:01:33:8350
980,1104,00:01:33:8519
978,1110,00:01:33:8649
977,1109,00:01:33:8709
976,1110,00:01:33:8838
975,1110,00:01:33:8968
975,1111,00:01:33:9038
974,1110,00:01:33:9317
972,1108,00:01:33:9367
970,1106,00:01:33:9516
968,1106,00:01:33:9646
968,1108,00:01:33:9706
