Event,X Fixation Data,Y Fixation Data,Timestamp,Valid Left Pupil,Valid Right Pupil,Left Pupil Size,Left Pupil Scale,Right Pupil Size,Right Pupil Scale,Valid Left Gaze,Valid Right Gaze,Left X Gaze,Left Y Gaze,Right X Gaze,Right Y Gaze,Valid Fixation
Begin,191.424,1219.6224,00:00:00:0223,1,1,22.03362,0.99494,22.86898,0.98452,1,1,0.04315,1.39180,0.16373,0.84781,1
Data,192.6336,1210.4856,00:00:00:0230,1,1,22.34258,0.98452,22.83022,0.98452,1,1,0.04386,1.34612,0.16181,0.82777,1
Data,195.9552,1203.606,00:00:00:0237,1,1,22.48203,0.98452,22.93228,0.98452,1,1,0.05202,1.32406,0.16938,0.84113,1
Data,198.3168,1198.692,00:00:00:0244,1,1,22.31504,0.98452,22.77282,0.98452,1,1,0.05202,1.32406,0.16938,0.84113,1
Data,193.0368,1200.2364,00:00:00:0251,1,1,22.54861,0.98452,22.77486,0.98452,1,1,0.00561,1.39520,0.15690,0.84758,1
Data,193.1712,1199.3724,00:00:00:0258,1,1,22.60832,0.98452,22.86062,0.98452,1,1,0.01728,1.38281,0.18510,0.82534,1
Data,190.77120000000002,1199.232,00:00:00:0265,1,1,22.38803,0.98452,22.79838,0.98452,1,1,0.01865,1.39134,0.15382,0.83982,1
Data,190.77120000000002,1199.232,00:00:00:0272,1,1,22.38803,0.98452,22.79838,0.98452,1,1,0.01865,1.39134,0.15382,0.83982,1
Data,194.66879999999998,1198.2276,00:00:00:0279,1,1,22.50238,0.98452,22.89077,0.98452,1,1,0.04410,1.36936,0.18099,0.83935,1
Data,194.66879999999998,1198.2276,00:00:00:0286,1,1,22.50238,0.98452,22.89077,0.98452,1,1,0.04410,1.36936,0.18099,0.83935,1
Data,196.0704,1197.6768,00:00:00:0293,1,1,22.57534,0.98452,22.52942,0.98452,1,1,0.03723,1.36991,0.18253,0.84726,1
Data,196.0704,1197.6768,00:00:00:0300,1,1,22.57534,0.98452,22.52942,0.98452,1,1,0.03723,1.36991,0.18253,0.84726,1
Data,196.76160000000002,1197.6228,00:00:00:0307,1,1,22.57378,0.98452,22.48737,0.99494,1,1,0.03723,1.36991,0.17869,0.84631,1
Data,196.3776,1198.4004,00:00:00:0314,1,1,22.52788,1.00535,22.67453,1.01577,1,1,0.03325,1.37564,0.17239,0.84499,1
Data,196.03199999999998,1198.4112,00:00:00:0321,1,1,22.55229,1.01577,22.99626,1.02619,1,1,0.02919,1.37552,0.16857,0.84402,1
Data,195.09120000000001,1197.7632,00:00:00:0328,1,1,22.70669,1.02619,22.85962,1.02619,1,1,0.01729,1.39440,0.16744,0.80097,1
Data,194.4,1196.7264,00:00:00:0335,1,1,22.72866,1.02619,22.95880,1.02619,1,1,0.02018,1.38426,0.16788,0.79314,1
Data,193.7664,1195.7651999999998,00:00:00:0342,1,1,22.68004,1.02619,23.61899,1.02619,1,1,0.02018,1.38426,0.16788,0.79314,1
Data,191.328,1194.5016,00:00:00:0349,1,1,22.64631,1.02619,23.15442,1.02619,1,1,0.01050,1.33617,0.13297,0.82410,1
Data,188.37120000000002,1194.8472000000002,00:00:00:0356,1,1,22.66274,1.02619,22.92446,1.02619,1,1,-0.00933,1.37143,0.13450,0.85617,1
Data,185.4912,1195.1604,00:00:00:0363,1,1,22.28996,1.03628,22.94053,1.02587,1,1,-0.01352,1.37104,0.13463,0.85619,1
Data,183.2832,1194.8688,00:00:00:0370,1,1,22.34682,1.03596,22.80175,1.02555,1,1,-0.01790,1.36340,0.15164,0.83554,1
Data,181.5168,1194.7392,00:00:00:0377,1,1,22.23119,1.03564,22.80469,1.02522,1,1,-0.01456,1.37202,0.15576,0.83413,1
Data,179.88479999999998,1194.6096,00:00:00:0384,1,1,22.39387,1.03532,22.87994,1.02490,1,1,-0.01442,1.37203,0.15588,0.83417,1
Data,178.0224,1195.02,00:00:00:0391,1,1,22.73754,1.02490,22.88107,1.02490,1,1,-0.01672,1.38148,0.14789,0.85285,1
Data,175.2576,1195.29,00:00:00:0397,1,1,22.78386,1.02490,23.02603,1.02490,1,1,-0.01218,1.37770,0.11126,0.85002,1
Data,172.68480000000002,1195.5384000000001,00:00:00:0404,1,1,22.65286,1.02490,22.79901,1.02490,1,1,-0.01218,1.37770,0.11126,0.85002,1
Data,170.39999999999998,1195.182,00:00:00:0412,1,1,22.94083,1.02490,22.85897,1.02490,1,1,-0.01319,1.38666,0.11733,0.80646,1
End,168.4416,1193.3568,00:00:00:0418,1,1,22.58892,1.02490,22.81839,1.02490,1,1,-0.00012,1.28166,0.11033,0.82018,1
Begin,109.8432,1155.114,00:00:00:0446,1,1,22.86635,1.02490,22.67672,1.02490,1,1,-0.00060,1.30551,0.11482,0.80880,1
Data,109.2288,1154.8332,00:00:00:0453,1,1,22.91920,1.02490,22.66953,1.02490,1,1,-0.00453,1.31404,0.11567,0.82251,1
Data,117.1776,1156.5072,00:00:00:0460,1,1,22.66669,1.02490,22.66986,1.02490,1,1,-0.00860,1.33678,0.15139,0.81266,1
Data,117.1776,1156.5072,00:00:00:0467,1,1,22.66669,1.02490,22.66986,1.02490,1,1,-0.00860,1.33678,0.15139,0.81266,1
Data,119.80799999999999,1159.0776,00:00:00:0474,1,1,22.62579,1.02490,22.65593,1.02490,1,1,-0.01314,1.34098,0.14689,0.81704,1
Data,121.4592,1159.8120000000001,00:00:00:0481,1,1,22.51566,1.01481,22.76921,1.01481,1,1,-0.00894,1.34177,0.15081,0.81832,1
Data,121.68960000000001,1162.4579999999999,00:00:00:0488,1,1,22.61694,1.00471,22.77052,1.00471,1,1,-0.01777,1.38034,0.14698,0.82141,1
Data,122.1312,1165.1796,00:00:00:0495,1,1,22.60129,0.99462,22.84953,0.99462,1,1,-0.01652,1.36726,0.14889,0.84577,1
Data,122.8224,1167.4908,00:00:00:0502,1,1,23.07674,0.98452,22.82088,0.99494,1,1,-0.01213,1.36774,0.14876,0.84574,1
Data,122.3616,1168.8192000000001,00:00:00:0509,1,1,22.98084,0.99494,23.00564,1.00535,1,1,-0.02079,1.37111,0.14188,0.82530,1
Data,120.49919999999999,1171.3139999999999,00:00:00:0516,1,1,22.93298,1.00535,23.00564,1.01577,1,1,-0.02574,1.39780,0.12399,0.83600,1
Data,118.3296,1173.4524,00:00:00:0523,1,1,22.93459,1.01577,23.05116,1.02619,1,1,-0.03033,1.39766,0.11969,0.83486,1
Data,119.3856,1172.0159999999998,00:00:00:0530,1,1,22.89382,1.02619,23.92590,1.02619,1,1,0.01367,1.31188,0.12834,0.81574,1
Data,125.4144,1170.6984,00:00:00:0537,1,1,24.11461,1.02619,24.33635,1.02619,1,1,0.05522,1.30762,0.18226,0.81900,1
Data,130.4448,1169.4672,00:00:00:0544,1,1,22.61443,1.03628,23.78097,1.03628,1,1,0.05162,1.30673,0.17869,0.81779,1
End,151.1616,1155.3084000000001,00:00:00:0551,1,1,24.65262,1.04638,24.23203,1.04638,1,1,0.22401,0.98543,0.34341,0.65593,1
Begin,934.2144,728.5788,00:00:00:0600,1,1,24.35259,1.01481,23.61196,1.02522,1,1,0.49740,0.75920,0.50237,0.58760,1
Data,934.2144,728.5788,00:00:00:0607,1,1,24.35259,1.01481,23.61196,1.02522,1,1,0.49740,0.75920,0.50237,0.58760,1
Data,942.3168000000001,725.922,00:00:00:0614,1,1,24.25014,1.01513,23.58304,1.02555,1,1,0.51163,0.74124,0.51211,0.57842,1
Data,947.6351999999999,727.8228,00:00:00:0621,1,1,23.99666,1.01577,23.68492,1.02619,1,1,0.47807,0.76822,0.52571,0.59001,1
Data,941.4144,728.4492,00:00:00:0628,1,1,24.14156,1.02619,23.54589,1.02619,1,1,0.45048,0.76630,0.47833,0.59202,1
Data,937.6895999999999,728.6003999999999,00:00:00:0635,1,1,24.06566,1.02619,23.32291,1.02619,1,1,0.45669,0.75729,0.48515,0.59443,1
Data,937.6895999999999,728.6003999999999,00:00:00:0642,1,1,24.06566,1.02619,23.32291,1.02619,1,1,0.45669,0.75729,0.48515,0.59443,1
Data,935.5584,727.11,00:00:00:0649,1,1,23.81990,1.03596,23.23946,1.02555,1,1,0.47370,0.73619,0.51124,0.58277,1
Data,937.1712,725.2524,00:00:00:0656,1,1,23.84954,1.03564,23.07483,1.02522,1,1,0.48607,0.70810,0.51023,0.59377,1
Data,937.1712,725.2524,00:00:00:0663,1,1,23.84954,1.03564,23.07483,1.02522,1,1,0.48607,0.70810,0.51023,0.59377,1
Data,937.3056,724.3344000000001,00:00:00:0670,1,1,23.96848,1.01513,23.01407,1.02555,1,1,0.47689,0.74652,0.48180,0.60639,1
Data,934.752,723.654,00:00:00:0677,1,1,24.00215,1.01545,23.12761,1.02587,1,1,0.44279,0.76913,0.49082,0.55190,1
Data,932.5056,723.1572,00:00:00:0684,1,1,23.68733,1.01577,23.19165,1.01577,1,1,0.44279,0.76896,0.49138,0.55547,1
Data,932.5824,721.6128,00:00:00:0691,1,1,23.83638,1.01577,23.23734,1.00535,1,1,0.46753,0.72523,0.50493,0.56271,1
Data,932.5056,718.8263999999999,00:00:00:0698,1,1,24.01524,1.00535,22.99949,0.99494,1,1,0.48036,0.72101,0.48981,0.51716,1
Data,932.4480000000001,716.472,00:00:00:0705,1,1,24.01828,0.99494,22.93850,0.99494,1,1,0.48013,0.72699,0.48981,0.51716,1
Data,933.0432,713.8044,00:00:00:0712,1,1,23.75832,0.99494,23.18534,1.00535,1,1,0.49971,0.68999,0.48474,0.53277,1
Data,931.8528,711.7956,00:00:00:0719,1,1,23.92071,1.00535,23.02880,1.01577,1,1,0.44662,0.72449,0.49790,0.51588,1
Data,930.7392000000001,709.7328,00:00:00:0726,1,1,23.82422,1.01577,23.14618,1.02619,1,1,0.44658,0.71836,0.49739,0.51180,1
Data,930.4896,708.7607999999999,00:00:00:0733,1,1,23.67061,1.02619,23.15152,1.02619,1,1,0.45512,0.75907,0.50811,0.51212,1
Data,929.2607999999999,707.0868,00:00:00:0740,1,1,23.52617,1.03628,22.99974,1.03628,1,1,0.46735,0.74377,0.48504,0.52371,1
Data,929.2607999999999,707.0868,00:00:00:0747,1,1,23.52617,1.03628,22.99974,1.03628,1,1,0.46735,0.74377,0.48504,0.52371,1
Data,928.6848,706.6116000000001,00:00:00:0754,1,1,23.84109,1.04638,22.91063,1.04638,1,1,0.48066,0.77238,0.47114,0.51309,1
Data,929.1072,706.2552,00:00:00:0761,1,1,23.81269,1.05647,22.77324,1.05647,1,1,0.49631,0.77769,0.48353,0.51269,1
Data,928.8000000000001,706.0500000000001,00:00:00:0768,1,1,23.57055,1.03596,22.81228,1.02555,1,1,0.46289,0.78641,0.48277,0.52351,1
Data,928.8000000000001,706.0500000000001,00:00:00:0774,1,1,23.57055,1.03596,22.81228,1.02555,1,1,0.46289,0.78641,0.48277,0.52351,1
Data,928.9728,705.9744000000001,00:00:00:0781,1,1,23.44672,1.01545,22.81733,1.00503,1,1,0.47017,0.78066,0.50300,0.52228,1
Data,928.9344,706.8492,00:00:00:0788,1,1,23.37014,0.99494,22.65504,1.00535,1,1,0.45030,0.83018,0.51042,0.52081,1
Data,928.9535999999999,707.0004,00:00:00:0796,1,1,23.15490,1.00535,22.46689,1.01577,1,1,0.45651,0.80763,0.51165,0.51059,1
Data,928.9535999999999,706.8492,00:00:00:0802,1,1,23.25287,1.02587,22.52673,1.03628,1,1,0.45654,0.79749,0.51091,0.50249,1
Data,928.9535999999999,706.8492,00:00:00:0809,1,1,23.25287,1.02587,22.52673,1.03628,1,1,0.45654,0.79749,0.51091,0.50249,1
Data,928.4544,706.1795999999999,00:00:00:0816,1,1,23.25056,1.05647,22.64548,1.05647,1,1,0.46605,0.76922,0.49324,0.50489,1
Data,928.2432,705.5748,00:00:00:0823,1,1,23.25261,1.06657,22.60882,1.06657,1,1,0.46614,0.76412,0.49272,0.50097,1
Data,928.8000000000001,704.4516,00:00:00:0830,1,1,23.32462,1.06657,22.46006,1.06657,1,1,0.48455,0.72986,0.50431,0.49552,1
Data,928.512,704.7108000000001,00:00:00:0837,1,1,23.22344,1.06657,22.53216,1.06657,1,1,0.45083,0.80552,0.50534,0.51795,1
Data,928.2816,705.1104,00:00:00:0844,1,1,23.40631,1.05647,22.61116,1.04606,1,1,0.45086,0.81026,0.50616,0.52554,1
Data,923.3472,708.1884,00:00:00:0851,1,1,23.20659,1.03596,22.44126,1.02555,1,1,0.35536,0.92830,0.39540,0.61645,1
End,914.5727999999999,712.5732,00:00:00:0858,1,1,23.08882,1.01545,22.09103,1.00503,1,1,0.26323,0.98080,0.30607,0.67971,1
Begin,146.32319999999999,1209.1788,00:00:00:0907,1,1,20.94901,1.01577,21.72763,1.00535,1,1,0.02378,1.42962,0.16181,0.82228,1
Data,146.32319999999999,1209.1788,00:00:00:0914,1,1,20.94901,1.01577,21.72763,1.00535,1,1,0.02378,1.42962,0.16181,0.82228,1
Data,154.9632,1210.5720000000001,00:00:00:0921,1,1,21.00031,1.00535,21.58453,0.99494,1,1,0.03820,1.41779,0.16826,0.83691,1
Data,160.6464,1211.4792,00:00:00:0928,1,1,21.34991,1.00503,21.59530,1.00503,1,1,0.03833,1.41778,0.16444,0.83586,1
Data,163.5072,1208.2068000000002,00:00:00:0935,1,1,21.33463,1.03564,21.38379,1.04606,1,1,0.02307,1.38791,0.14686,0.82637,1
Data,163.5072,1208.2068000000002,00:00:00:0942,1,1,21.33463,1.03564,21.38379,1.04606,1,1,0.02307,1.38791,0.14686,0.82637,1
Data,163.0848,1206.954,00:00:00:0949,1,1,21.11407,1.04606,21.63820,1.04606,1,1,0.01903,1.38790,0.14686,0.82637,1
Data,160.0704,1204.7616,00:00:00:0956,1,1,20.78450,1.01545,21.47860,1.00503,1,1,0.00939,1.37308,0.15757,0.83475,1
Data,160.992,1203.8652,00:00:00:0963,1,1,20.92783,0.99494,21.62020,0.99494,1,1,0.01772,1.37357,0.16146,0.83583,1
Data,162.6048,1201.824,00:00:00:0970,1,1,20.71445,0.99494,21.21656,1.00535,1,1,0.04564,1.35945,0.14551,0.81716,1
Data,162.6048,1201.824,00:00:00:0977,1,1,20.71445,0.99494,21.21656,1.00535,1,1,0.04564,1.35945,0.14551,0.81716,1
Data,165.9456,1196.5320000000002,00:00:00:0984,1,1,20.64800,1.00712,21.08371,1.01753,1,1,0.04793,1.34346,0.14865,0.80347,1
Data,166.63680000000002,1194.4584,00:00:00:0991,1,1,21.18141,1.00888,21.48078,1.00888,1,1,0.03896,1.33036,0.14613,0.82015,1
Data,168.84480000000002,1191.5424,00:00:00:0998,1,1,21.04442,1.00022,21.60639,1.00022,1,1,0.05263,1.31535,0.16243,0.79956,1
Data,171.0336,1188.9828,00:00:01:0005,1,1,20.85363,1.00022,21.72470,0.98981,1,1,0.05263,1.31535,0.16640,0.80110,1
Data,171.9168,1190.7432000000001,00:00:01:0012,1,1,20.86260,0.99846,21.51272,0.98804,1,1,0.01985,1.41407,0.17671,0.85290,1
Data,172.68480000000002,1192.8924,00:00:01:0019,1,1,20.71012,0.99670,21.38891,0.98628,1,1,0.02835,1.40620,0.16780,0.88272,1
Data,172.93439999999998,1194.8364000000001,00:00:01:0026,1,1,20.92356,1.00503,21.26481,1.00503,1,1,0.02501,1.40642,0.16062,0.88176,1
Data,173.1264,1194.966,00:00:01:0033,1,1,20.56011,1.01513,21.20139,1.02554,1,1,0.03372,1.37561,0.15114,0.84231,1
Data,173.6832,1194.0156,00:00:01:0040,1,1,20.07453,1.03564,21.12037,1.04606,1,1,0.04691,1.33562,0.14702,0.83532,1
Data,174.2784,1193.1624000000002,00:00:01:0047,1,1,20.68940,1.03740,21.36659,1.03740,1,1,0.04627,1.33552,0.15031,0.83622,1
Data,174.7968,1195.6356,00:00:01:0054,1,1,20.45988,1.01865,21.15505,1.00824,1,1,0.04555,1.41966,0.15003,0.90873,1
Data,176.1216,1197.0936,00:00:01:0061,1,1,20.81686,0.98949,20.99289,0.97907,1,1,0.06210,1.39372,0.15725,0.89336,1
Data,177.888,1198.4544,00:00:01:0068,1,1,20.67772,0.96897,21.02354,0.95856,1,1,0.06979,1.39314,0.16539,0.89416,1
Data,179.1552,1199.4263999999998,00:00:01:0075,1,1,20.73521,0.96721,21.22987,0.96721,1,1,0.02896,1.40424,0.19438,0.86754,1
Data,181.5552,1197.9144000000001,00:00:01:0082,1,1,20.38870,0.97586,21.93401,0.97586,1,1,0.05179,1.30658,0.20980,0.83068,1
Data,183.6096,1196.478,00:00:01:0089,1,1,21.18137,0.98452,21.87597,0.98452,1,1,0.04851,1.30575,0.20682,0.82975,1
End,193.9008,1190.0412000000001,00:00:01:0096,1,1,22.87287,0.98452,21.96485,0.98452,1,1,0.17889,1.14701,0.35524,0.68763,1
Begin,891.3792,742.392,00:00:01:0138,1,1,22.58644,0.97939,21.86827,0.96897,1,1,0.47068,0.78226,0.47403,0.63176,1
Data,891.3792,742.392,00:00:01:0145,1,1,22.58644,0.97939,21.86827,0.96897,1,1,0.47068,0.78226,0.47403,0.63176,1
Data,890.8032,751.2804,00:00:01:0151,1,1,22.47593,0.96032,21.96370,0.97074,1,1,0.41570,0.80747,0.49259,0.61430,1
Data,888.5376,753.6564,00:00:01:0158,1,1,22.32384,0.97074,21.67424,0.98115,1,1,0.42154,0.81147,0.48993,0.61056,1
Data,886.656,754.3692000000001,00:00:01:0165,1,1,22.43496,0.98981,21.78260,1.00022,1,1,0.42100,0.80147,0.48880,0.60468,1
Data,884.0640000000001,754.11,00:00:01:0172,1,1,22.27212,1.00888,21.66418,1.00888,1,1,0.42567,0.78735,0.47365,0.60534,1
Data,879.9359999999999,754.7579999999999,00:00:01:0179,1,1,22.25872,1.01753,21.65743,1.01753,1,1,0.42939,0.79298,0.44845,0.61562,1
Data,876.4416,754.6932,00:00:01:0186,1,1,22.29377,1.03628,21.81097,1.02586,1,1,0.42901,0.78329,0.44764,0.61313,1
Data,874.5792,753.5268000000001,00:00:01:0193,1,1,22.34794,1.03596,21.85229,1.02554,1,1,0.43486,0.76072,0.45490,0.61073,1
Data,874.2144,752.1876000000001,00:00:01:0200,1,1,22.48838,1.03564,21.61819,1.02522,1,1,0.44256,0.75318,0.46344,0.60999,1
Data,873.8304,750.924,00:00:01:0207,1,1,22.48838,1.03532,21.83593,1.03532,1,1,0.44256,0.75335,0.46261,0.60696,1
Data,875.3856,748.5048,00:00:01:0214,1,1,22.56964,1.03532,21.86201,1.04574,1,1,0.45480,0.73283,0.47959,0.59046,1
Data,877.824,746.7444,00:00:01:0221,1,1,22.61082,1.04574,21.97354,1.05615,1,1,0.46502,0.71726,0.48740,0.61691,1
Data,879.9552,745.1892,00:00:01:0228,1,1,22.52498,1.04606,21.86463,1.05647,1,1,0.46502,0.71707,0.48738,0.61682,1
Data,880.0128000000001,742.1976000000001,00:00:01:0235,1,1,22.53241,1.04638,21.64689,1.04638,1,1,0.44699,0.72218,0.47071,0.55788,1
Data,881.0304,738.0827999999999,00:00:01:0242,1,1,22.49659,1.02618,21.70233,1.02618,1,1,0.44704,0.74237,0.48044,0.56054,1
Data,881.0304,738.0827999999999,00:00:01:0249,1,1,22.49659,1.02618,21.70233,1.02618,1,1,0.44704,0.74237,0.48044,0.56054,1
Data,879.1488,736.5924,00:00:01:0256,1,1,22.54554,1.02618,21.84145,1.02618,1,1,0.41782,0.74318,0.45876,0.56550,1
Data,877.4784,737.5212,00:00:01:0263,1,1,22.66813,1.02618,21.59209,1.02618,1,1,0.41113,0.83764,0.46674,0.56437,1
Data,875.6352,737.1756,00:00:01:0270,1,1,22.49827,1.03596,21.75414,1.02554,1,1,0.43124,0.79501,0.47302,0.52364,1
Data,875.6352,736.8191999999999,00:00:01:0277,1,1,22.60705,1.03564,21.67868,1.02522,1,1,0.43106,0.82741,0.48112,0.52153,1
Data,875.6352,736.8191999999999,00:00:01:0284,1,1,22.60705,1.03564,21.67868,1.02522,1,1,0.43106,0.82741,0.48112,0.52153,1
Data,875.616,736.4196,00:00:01:0291,1,1,22.66133,1.03532,21.78904,1.03532,1,1,0.43106,0.82756,0.48047,0.51763,1
Data,878.2656,732.0996,00:00:01:0298,1,1,22.61219,1.04574,21.83606,1.05615,1,1,0.45445,0.72503,0.49790,0.52534,1
Data,879.5136,730.134,00:00:01:0305,1,1,22.69718,1.04606,21.74494,1.05647,1,1,0.45445,0.72485,0.49789,0.52522,1
Data,878.0352,729.1188,00:00:01:0312,1,1,22.66686,1.04638,21.82352,1.04638,1,1,0.43170,0.74891,0.43835,0.54697,1
Data,876.6528,728.6328000000001,00:00:01:0319,1,1,22.72157,1.03628,21.95498,1.03628,1,1,0.42348,0.76731,0.44693,0.55466,1
Data,875.3856,728.1684,00:00:01:0326,1,1,22.79423,1.03628,21.66583,1.03628,1,1,0.42348,0.76731,0.44693,0.55466,1
Data,873.888,727.7579999999999,00:00:01:0333,1,1,22.57109,1.04638,21.82960,1.04638,1,1,0.40504,0.76989,0.45549,0.55314,1
Data,872.5631999999999,727.2828,00:00:01:0340,1,1,22.72982,1.05647,21.66487,1.05647,1,1,0.40754,0.76675,0.45613,0.55116,1
Data,871.3536,726.894,00:00:01:0347,1,1,22.72409,1.05647,22.13866,1.04606,1,1,0.40754,0.76675,0.45703,0.55482,1
Data,870.528,726.6888,00:00:01:0354,1,1,22.59057,1.03596,21.89632,1.02554,1,1,0.41123,0.76643,0.46575,0.56641,1
Data,870.1247999999999,727.0236000000001,00:00:01:0361,1,1,22.57013,1.01545,21.91576,1.00503,1,1,0.42144,0.79530,0.46968,0.57333,1
Data,869.7983999999999,727.596,00:00:01:0368,1,1,22.47027,0.99493,21.80235,0.98452,1,1,0.42199,0.80592,0.47126,0.58036,1
Data,869.8176,728.0388,00:00:01:0375,1,1,22.58648,0.98452,21.86486,0.98452,1,1,0.42729,0.79800,0.47993,0.58146,1
Data,869.7216,728.7408,00:00:01:0382,1,1,22.46666,0.98452,21.87423,0.98452,1,1,0.42625,0.81365,0.47562,0.58648,1
Data,869.6064,729.2916,00:00:01:0389,1,1,22.76431,0.99461,21.82390,0.99461,1,1,0.42601,0.80848,0.47488,0.58309,1
Data,870.1056000000001,729.2916,00:00:01:0396,1,1,22.74141,1.00471,21.69976,1.00471,1,1,0.43791,0.78069,0.48966,0.56947,1
Data,870.336,729.3996000000001,00:00:01:0403,1,1,22.54357,1.01481,21.89816,1.01481,1,1,0.43008,0.78966,0.48680,0.56999,1
Data,870.528,729.3564,00:00:01:0410,1,1,22.56179,1.02490,21.88272,1.03532,1,1,0.42988,0.78440,0.48557,0.56302,1
Data,871.7760000000001,728.1576,00:00:01:0417,1,1,22.61889,1.04574,21.99287,1.05615,1,1,0.45552,0.72624,0.46823,0.56146,1
Data,871.7760000000001,728.1576,00:00:01:0424,1,1,22.61889,1.04574,21.99287,1.05615,1,1,0.45552,0.72624,0.46823,0.56146,1
Data,872.1216000000001,727.4988000000001,00:00:01:0431,1,1,22.58899,1.04606,21.99298,1.04606,1,1,0.45552,0.72606,0.46898,0.56487,1
Data,874.1184000000001,727.3476,00:00:01:0438,1,1,22.95027,1.03596,21.76604,1.02554,1,1,0.48635,0.81387,0.52201,0.52044,1
Data,877.9776,725.1876,00:00:01:0445,1,1,22.64749,0.99493,21.87302,0.99493,1,1,0.48577,0.77209,0.51822,0.51223,1
Data,877.9776,725.1876,00:00:01:0452,1,1,22.64749,0.99493,21.87302,0.99493,1,1,0.48577,0.77209,0.51822,0.51223,1
End,878.8992,723.7944,00:00:01:0459,1,1,22.82552,0.99493,21.61241,1.00535,1,1,0.47601,0.72262,0.52411,0.49243,1
Begin,956.0064,658.6704,00:00:01:0480,1,1,22.69502,1.03564,21.62214,1.02522,1,1,0.49776,0.73421,0.52398,0.52386,1
Data,956.0064,658.6704,00:00:01:0487,1,1,22.69502,1.03564,21.62214,1.02522,1,1,0.49776,0.73421,0.52398,0.52386,1
Data,959.904,664.5132,00:00:01:0494,1,1,22.93092,1.02744,21.79822,1.05016,1,1,0.48949,0.71984,0.50553,0.52562,1
Data,960.1536,660.5064,00:00:01:0501,1,1,22.82842,1.04007,21.77971,1.06280,1,1,0.49416,0.70858,0.50754,0.46999,1
Data,960.384,656.3376000000001,00:00:01:0508,1,1,22.84041,1.06280,21.85023,1.07321,1,1,0.49492,0.69582,0.50715,0.46564,1
Data,959.1936000000001,654.9444,00:00:01:0515,1,1,22.70296,1.08331,21.78575,1.07100,1,1,0.47300,0.68780,0.51618,0.50446,1
Data,955.8335999999999,653.4108000000001,00:00:01:0522,1,1,22.65037,1.08109,21.69933,1.06878,1,1,0.47754,0.68350,0.48659,0.50089,1
Data,953.1648,652.9356,00:00:01:0529,1,1,22.72075,1.06878,21.67541,1.04606,1,1,0.47729,0.69055,0.48789,0.50974,1
Data,952.0896,658.2815999999999,00:00:01:0535,1,1,22.72726,1.03596,21.75057,1.02554,1,1,0.48076,0.75036,0.49868,0.57761,1
Data,952.128,663.0876000000001,00:00:01:0542,1,1,22.66824,1.01545,21.71351,1.00503,1,1,0.48963,0.75637,0.50257,0.57837,1
Data,952.1664000000001,667.548,00:00:01:0549,1,1,22.62790,1.00503,21.83246,0.99461,1,1,0.48932,0.76187,0.50304,0.58182,1
Data,953.2992,670.2264,00:00:01:0556,1,1,22.86378,1.00471,21.71385,1.00471,1,1,0.49825,0.73341,0.51124,0.57701,1
Data,954.6623999999999,671.22,00:00:01:0563,1,1,22.54372,1.01481,21.81490,1.01481,1,1,0.50054,0.71727,0.51531,0.55334,1
Data,955.8528,671.976,00:00:01:0570,1,1,22.71288,1.01481,21.83451,1.02522,1,1,0.50054,0.71727,0.51497,0.54968,1
Data,957.8496,671.9328,00:00:01:0577,1,1,22.72273,1.01513,21.64564,1.02554,1,1,0.51571,0.69278,0.51728,0.55001,1
Data,957.4848000000001,672.5052,00:00:01:0584,1,1,22.61974,1.02586,21.61906,1.03628,1,1,0.47498,0.70683,0.51909,0.54337,1
Data,957.4848000000001,672.5052,00:00:01:0591,1,1,22.61974,1.02586,21.61906,1.03628,1,1,0.47498,0.70683,0.51909,0.54337,1
Data,957.5039999999999,671.7384,00:00:01:0598,1,1,22.49137,1.05647,21.60578,1.05647,1,1,0.47490,0.73586,0.52121,0.51206,1
Data,957.5039999999999,671.7384,00:00:01:0605,1,1,22.49137,1.05647,21.60578,1.05647,1,1,0.47490,0.73586,0.52121,0.51206,1
Data,958.5024,671.2632,00:00:01:0612,1,1,22.68858,1.04638,21.66571,1.04638,1,1,0.50921,0.69688,0.51448,0.52195,1
Data,958.5024,671.2632,00:00:01:0619,1,1,22.68858,1.04638,21.66571,1.04638,1,1,0.50921,0.69688,0.51448,0.52195,1
Data,959.2704,670.6908,00:00:01:0626,1,1,22.59261,1.03628,21.60681,1.03628,1,1,0.51704,0.69661,0.50132,0.51998,1
Data,959.9807999999999,670.356,00:00:01:0633,1,1,22.70513,1.02618,21.71126,1.02618,1,1,0.51651,0.70232,0.50177,0.52381,1
Data,960.5183999999999,669.6107999999999,00:00:01:0640,1,1,22.54147,1.02618,21.71048,1.02618,1,1,0.50930,0.69639,0.50606,0.50752,1
Data,961.056,668.736,00:00:01:0647,1,1,22.68612,1.02618,21.55692,1.02618,1,1,0.51644,0.68064,0.49987,0.51421,1
Data,961.5744000000001,667.926,00:00:01:0654,1,1,22.48075,1.02618,21.55692,1.02618,1,1,0.51644,0.68064,0.49987,0.51421,1
Data,961.4016,668.8008,00:00:01:0661,1,1,22.55276,1.02618,21.39373,1.02618,1,1,0.50080,0.77186,0.49582,0.51336,1
Data,962.2272,669.438,00:00:01:0668,1,1,22.55876,1.02618,21.66791,1.02618,1,1,0.50332,0.76715,0.52467,0.50843,1
Data,963.7824,669.4272,00:00:01:0675,1,1,22.52171,1.03596,21.62153,1.02554,1,1,0.50942,0.69697,0.52050,0.51111,1
